ID_Match;League;Year;Season;Type;blueTeamTag;bResult;rResult;redTeamTag;gamelength;blueTop;blueTopChamp;blueJungle;blueJungleChamp;blueMiddle;blueMiddleChamp;blueADC;blueADCChamp;blueSupport;blueSupportChamp;redTop;redTopChamp;redJungle;redJungleChamp;redMiddle;redMiddleChamp;redADC;redADCChamp;redSupport;redSupportChamp
99;NALCS;2015;Summer;Season;DIG;1;0;C9;35;Gamsu;Gnar;Azingy;Zac;Shiphtur;Vladimir;CoreJJ;Kalista;KiWiKiD;Nautilus;Balls;Maokai;Meteos;RekSai;Incarnati0n;KogMaw;Sneaky;Ashe;LemonNation;Thresh
100;NALCS;2015;Summer;Season;TIP;0;1;CLG;40;Impact;Hecarim;Rush;Evelynn;XiaoWeiXiao;Leblanc;Apollo;Sivir;Adrian;Alistar;ZionSpartan;Gnar;Xmithie;Sejuani;Pobelter;Azir;Doublelift;Kalista;aphromoo;Thresh
101;NALCS;2015;Summer;Season;TSM;1;0;NME;35;Dyrus;Rumble;Santorin;Sejuani;Bjergsen;Viktor;WildTurtle;Sivir;Lustboy;Alistar;Flaresz;Hecarim;Trashy;Evelynn;Innox;Kassadin;otter;Kalista;Bodydrop;Morgana
102;NALCS;2015;Summer;Season;TDK;0;1;GV;43;Seraph;Vladimir;Kez;Gragas;Bischu;Viktor;Lattman;Lucian;Baby;Thresh;Hauntzer;Hecarim;Move;LeeSin;Keane;Malphite;Altec;Jinx;Bunny FuFuu;Alistar
103;NALCS;2015;Summer;Season;NME;0;1;TL;33;Flaresz;Irelia;Trashy;Gragas;Innox;Varus;otter;Corki;Bodydrop;Nautilus;Quas;Ryze;IWDominate;RekSai;FeniX;Azir;Piglet;Kalista;Xpecial;Thresh
104;NALCS;2015;Summer;Season;C9;0;1;GV;36;Balls;Ryze;Meteos;Sejuani;Incarnati0n;Viktor;Sneaky;Ezreal;LemonNation;Nautilus;Hauntzer;Maokai;Move;RekSai;Keane;TwistedFate;Altec;Sivir;Bunny FuFuu;Thresh
105;NALCS;2015;Summer;Season;TSM;1;0;TIP;43;Dyrus;Gnar;Santorin;RekSai;Bjergsen;Leblanc;WildTurtle;Vayne;Lustboy;Annie;Impact;Rumble;Rush;LeeSin;XiaoWeiXiao;Azir;Apollo;Sivir;Adrian;Thresh
106;NALCS;2015;Summer;Season;T8;0;1;CLG;38;CaliTrlolz8;Maokai;Porpoise8;Sejuani;Slooshi8;Ziggs;Nien;Kalista;Dodo8;Nautilus;ZionSpartan;Rumble;Xmithie;RekSai;Pobelter;Varus;Doublelift;Sivir;aphromoo;Thresh
107;NALCS;2015;Summer;Season;DIG;1;0;TDK;50;Gamsu;Ryze;Azingy;Zac;Shiphtur;Azir;CoreJJ;Kalista;KiWiKiD;Morgana;Seraph;Irelia;Kez;Gragas;Bischu;Varus;Lattman;Corki;Baby;Nautilus
108;NALCS;2015;Summer;Season;C9;0;1;TIP;37;Balls;Maokai;Meteos;Gragas;Incarnati0n;Azir;Sneaky;Lucian;LemonNation;Nautilus;Impact;Rumble;Rush;Sejuani;XiaoWeiXiao;Leblanc;Apollo;Sivir;Adrian;Janna
109;NALCS;2015;Summer;Season;TL;0;1;GV;33;Quas;Maokai;IWDominate;RekSai;FeniX;Cassiopeia;Piglet;Vayne;Xpecial;Janna;Hauntzer;Ryze;Move;JarvanIV;Keane;Urgot;Altec;Sivir;Bunny FuFuu;Alistar
110;NALCS;2015;Summer;Season;CLG;0;1;TSM;40;ZionSpartan;Maokai;Xmithie;LeeSin;Pobelter;Azir;Doublelift;Kalista;aphromoo;Nautilus;Dyrus;Gnar;Santorin;RekSai;Bjergsen;Leblanc;WildTurtle;Sivir;Lustboy;Bard
111;NALCS;2015;Summer;Season;TDK;0;1;NME;48;Seraph;Rumble;Kez;Sejuani;Bischu;Orianna;Lattman;Ashe;Smoothie;Thresh;Flaresz;Irelia;Trashy;Gragas;Innox;Leblanc;otter;Kalista;Bodydrop;Bard
112;NALCS;2015;Summer;Season;T8;0;1;DIG;44;CaliTrlolz8;Rumble;Porpoise8;RekSai;Slooshi8;Azir;Nien;Sivir;Dodo8;Nautilus;Gamsu;Gnar;Azingy;Zac;Shiphtur;KogMaw;CoreJJ;Ezreal;KiWiKiD;Thresh
113;NALCS;2015;Summer;Season;NME;0;1;T8;39;Flaresz;Gnar;Trashy;RekSai;Innox;Ekko;otter;Sivir;Bodydrop;Janna;CaliTrlolz8;Hecarim;Porpoise8;Nunu;Slooshi8;Azir;Nien;Jinx;Dodo8;Thresh
114;NALCS;2015;Summer;Season;TSM;0;1;DIG;44;Dyrus;Hecarim;Santorin;Gragas;Bjergsen;Ekko;WildTurtle;Kalista;Lustboy;Bard;Gamsu;Fizz;Helios;RekSai;Shiphtur;KogMaw;CoreJJ;Sivir;KiWiKiD;Morgana
115;NALCS;2015;Summer;Season;TL;1;0;C9;40;Quas;Hecarim;IWDominate;Ekko;FeniX;Leblanc;Piglet;Corki;Xpecial;Alistar;Balls;Fizz;Meteos;Nunu;Incarnati0n;Azir;Sneaky;Lucian;LemonNation;Nautilus
116;NALCS;2015;Summer;Season;TIP;1;0;TDK;30;Impact;Maokai;Rush;LeeSin;XiaoWeiXiao;Leblanc;Apollo;Sivir;Adrian;Alistar;Seraph;DrMundo;Kez;Nidalee;Bischu;Viktor;Lattman;Lucian;Smoothie;Janna
117;NALCS;2015;Summer;Season;GV;0;1;CLG;31;Hauntzer;Hecarim;Move;JarvanIV;Keane;Rumble;Altec;Sivir;Bunny FuFuu;Alistar;ZionSpartan;Ekko;Xmithie;Gragas;Pobelter;Lulu;Doublelift;Ashe;aphromoo;Bard
118;NALCS;2015;Summer;Season;C9;1;0;T8;31;Balls;Maokai;Meteos;Gragas;Incarnati0n;Varus;Sneaky;Jinx;LemonNation;Karma;CaliTrlolz8;Fizz;Porpoise8;Nunu;Slooshi8;Azir;Nien;Corki;Dodo8;Alistar
119;NALCS;2015;Summer;Season;TSM;1;0;TDK;48;Dyrus;Rumble;Santorin;RekSai;Bjergsen;Ekko;WildTurtle;Kalista;Lustboy;Annie;Seraph;Vladimir;Kez;Gragas;Bischu;Yasuo;Lattman;Corki;Smoothie;Malphite
120;NALCS;2015;Summer;Season;TIP;0;1;TL;36;Impact;Rumble;Rush;LeeSin;XiaoWeiXiao;Kassadin;Apollo;Kalista;Adrian;Annie;Quas;Hecarim;IWDominate;Sejuani;FeniX;Leblanc;Piglet;Tristana;Xpecial;Nautilus
121;NALCS;2015;Summer;Season;DIG;0;1;GV;36;Gamsu;Maokai;Helios;RekSai;Shiphtur;Azir;CoreJJ;Kalista;KiWiKiD;Annie;Hauntzer;Rumble;Move;Gragas;Keane;JarvanIV;Altec;Tristana;Bunny FuFuu;Nautilus
122;NALCS;2015;Summer;Season;CLG;1;0;NME;49;ZionSpartan;Gnar;Xmithie;Nunu;Pobelter;Azir;Doublelift;Sivir;aphromoo;Bard;Flaresz;Hecarim;Trashy;RekSai;Innox;Xerath;otter;Vayne;Bodydrop;Janna
123;NALCS;2015;Summer;Season;DIG;1;0;TIP;40;Gamsu;Hecarim;Helios;XinZhao;Shiphtur;TwistedFate;CoreJJ;Corki;KiWiKiD;Alistar;Impact;Ekko;Rush;RekSai;XiaoWeiXiao;Varus;Apollo;Graves;Adrian;Janna
124;NALCS;2015;Summer;Season;TDK;0;1;CLG;39;Seraph;Rumble;Kez;RekSai;mancloud;Azir;Lattman;Corki;Smoothie;Nautilus;ZionSpartan;Gnar;Xmithie;Gragas;Pobelter;KogMaw;Doublelift;Kalista;aphromoo;Alistar
125;NALCS;2015;Summer;Season;TL;0;1;TSM;42;Quas;Rumble;IWDominate;Sejuani;FeniX;Jayce;Piglet;Kalista;Xpecial;Annie;Dyrus;Gnar;Santorin;RekSai;Bjergsen;Azir;WildTurtle;Corki;Lustboy;Alistar
126;NALCS;2015;Summer;Season;GV;1;0;T8;34;Hauntzer;Ekko;Move;RekSai;Keane;Urgot;Altec;Vayne;Bunny FuFuu;Thresh;CaliTrlolz8;Hecarim;Porpoise8;Gragas;Goldenglue;Viktor;Nien8;Sivir;Dodo8;Nautilus
127;NALCS;2015;Summer;Season;NME;1;0;C9;36;Flaresz;Rumble;Trashy;Sejuani;Innox;Jayce;otter;Jinx;Bodydrop;Annie;Balls;Maokai;Meteos;Nidalee;Incarnati0n;Azir;Sneaky;Sivir;LemonNation;Thresh
128;NALCS;2015;Summer;Season;T8;1;0;TDK;51;CaliTrlolz8;Rumble;Porpoise8;Gragas;Goldenglue;Varus;Nien8;Kalista;Dodo8;Thresh;Seraph;Irelia;Kez;Evelynn;mancloud;Azir;Lattman;Corki;Smoothie;Alistar
129;NALCS;2015;Summer;Season;GV;0;1;TSM;48;Hauntzer;Rumble;Move;XinZhao;Keane;Urgot;Altec;Tristana;Bunny FuFuu;Thresh;Dyrus;Gnar;Santorin;RekSai;Bjergsen;Azir;WildTurtle;Kalista;Lustboy;Annie
130;NALCS;2015;Summer;Season;CLG;1;0;C9;48;ZionSpartan;Gnar;Xmithie;RekSai;Pobelter;KogMaw;Doublelift;Ashe;aphromoo;Alistar;Balls;Fizz;Meteos;Ekko;Incarnati0n;Azir;Sneaky;Sivir;LemonNation;Nautilus
131;NALCS;2015;Summer;Season;NME;0;1;TIP;36;Flaresz;Hecarim;Trashy;RekSai;Innox;Nidalee;otter;Kalista;Bodydrop;Thresh;Impact;Rumble;Rush;Gragas;XiaoWeiXiao;Yasuo;Apollo;Corki;Adrian;Nautilus
132;NALCS;2015;Summer;Season;TL;0;1;DIG;54;Quas;Rumble;IWDominate;Sejuani;FeniX;Jayce;Piglet;Kalista;Xpecial;Thresh;Gamsu;JarvanIV;Helios;RekSai;Shiphtur;Lulu;CoreJJ;Corki;KiWiKiD;Nautilus
133;NALCS;2015;Summer;Season;TIP;0;1;GV;44;Impact;Maokai;Rush;Nocturne;XiaoWeiXiao;Kassadin;Apollo;Sivir;Adrian;Nautilus;Hauntzer;Rumble;Move;Evelynn;Keane;Hecarim;Altec;Jinx;Bunny FuFuu;Thresh
134;NALCS;2015;Summer;Season;TL;1;0;CLG;37;Quas;Sion;IWDominate;Ekko;FeniX;Azir;Piglet;Sivir;Xpecial;Annie;ZionSpartan;Gnar;Xmithie;Evelynn;Pobelter;TwistedFate;Doublelift;Ashe;aphromoo;Bard
135;NALCS;2015;Summer;Season;TSM;1;0;T8;41;Dyrus;Gnar;Santorin;JarvanIV;Bjergsen;Azir;WildTurtle;Kalista;Lustboy;Thresh;CaliTrlolz8;Shen;Porpoise8;Nocturne;Goldenglue;Viktor;Nien8;Sivir;Dodo8;Annie
136;NALCS;2015;Summer;Season;C9;1;0;TDK;38;Balls;Fizz;Meteos;RekSai;Incarnati0n;Viktor;Sneaky;Ashe;LemonNation;Annie;Seraph;Gnar;Kez;Ekko;mancloud;Azir;Lattman;Sivir;Smoothie;Thresh
137;NALCS;2015;Summer;Season;DIG;1;0;NME;30;Gamsu;Hecarim;Helios;RekSai;Shiphtur;Azir;CoreJJ;Sivir;KiWiKiD;Nautilus;Flaresz;Rumble;Trashy;Sejuani;Innox;Jayce;otter;Jinx;Bodydrop;Annie
138;NALCS;2015;Summer;Season;GV;1;0;TL;49;Hauntzer;Hecarim;Move;Gragas;Keane;Orianna;Altec;Sivir;Bunny FuFuu;Janna;Quas;Gnar;IWDominate;RekSai;FeniX;Viktor;Piglet;Vayne;Xpecial;Alistar
139;NALCS;2015;Summer;Season;TIP;1;0;C9;29;Impact;Maokai;Rush;LeeSin;XiaoWeiXiao;Orianna;Apollo;Sivir;Adrian;Alistar;Balls;Rumble;Meteos;Nocturne;Incarnati0n;Viktor;Sneaky;Jinx;LemonNation;Annie
140;NALCS;2015;Summer;Season;TSM;1;0;CLG;39;Dyrus;Rumble;Santorin;JarvanIV;Bjergsen;Azir;WildTurtle;Tristana;Lustboy;Alistar;ZionSpartan;Gnar;Xmithie;Evelynn;Pobelter;KogMaw;Doublelift;Sivir;aphromoo;Thresh
141;NALCS;2015;Summer;Season;TDK;1;0;DIG;36;Seraph;Vladimir;Kez;Gragas;Ninja;Viktor;Emperor;Sivir;Smoothie;Nautilus;Gamsu;Hecarim;Helios;RekSai;Shiphtur;Azir;CoreJJ;Corki;KiWiKiD;Thresh
142;NALCS;2015;Summer;Season;T8;1;0;NME;49;CaliTrlolz8;Shen;Porpoise8;RekSai;Goldenglue;Vladimir;Nien8;Kalista;Dodo8;Morgana;Flaresz;Nautilus;Trashy;Olaf;Innox;Varus;otter;Sivir;Bodydrop;Annie
143;NALCS;2015;Summer;Season;TIP;1;0;NME;32;Impact;Nautilus;Rush;Nidalee;XiaoWeiXiao;Ahri;Apollo;Graves;Adrian;Alistar;Flaresz;Shen;Trashy;Gragas;Innox;Ezreal;otter;Corki;Bodydrop;Braum
144;NALCS;2015;Summer;Season;TDK;0;1;TSM;55;Seraph;Lulu;Kez;Evelynn;Ninja;Viktor;Emperor;Tristana;Smoothie;Alistar;Dyrus;Nautilus;Santorin;Gragas;Bjergsen;Ezreal;KEITH;Sivir;Lustboy;Thresh
145;NALCS;2015;Summer;Season;C9;0;1;TL;42;Balls;Fizz;Hai;RekSai;Incarnati0n;TwistedFate;Sneaky;Tristana;LemonNation;Alistar;Quas;Nautilus;IWDominate;Gragas;FeniX;Yasuo;Piglet;Corki;Xpecial;Annie
146;NALCS;2015;Summer;Season;CLG;0;1;GV;28;ZionSpartan;Rumble;Xmithie;Gragas;Pobelter;Lulu;Doublelift;Jinx;aphromoo;Alistar;Hauntzer;Nautilus;Move;Nidalee;Keane;Orianna;Altec;Sivir;Bunny FuFuu;Shen
147;NALCS;2015;Summer;Season;DIG;1;0;T8;38;Gamsu;Shen;Helios;Evelynn;Shiphtur;Diana;CoreJJ;Ezreal;KiWiKiD;Annie;CaliTrlolz8;Irelia;Porpoise8;RekSai;Goldenglue;Kassadin;Nien8;Sivir;Dodo8;Nautilus
148;NALCS;2015;Summer;Season;NME;1;0;TDK;43;Flaresz;Shen;Trashy;RekSai;Innox;Ahri;otter;Kalista;Bodydrop;Annie;Seraph;Rumble;Kez;Gragas;Ninja;Diana;Emperor;Tristana;Smoothie;Nautilus
149;NALCS;2015;Summer;Season;CLG;0;1;TIP;40;ZionSpartan;Rumble;Xmithie;Gragas;Pobelter;Lulu;Doublelift;Jinx;aphromoo;Morgana;Impact;Gnar;Rush;Nidalee;XiaoWeiXiao;Ezreal;Apollo;Sivir;Adrian;Janna
150;NALCS;2015;Summer;Season;TSM;0;1;GV;41;Dyrus;Gnar;Santorin;Gragas;Bjergsen;Ezreal;WildTurtle;Corki;Lustboy;Annie;Hauntzer;Maokai;Move;Nidalee;Keane;JarvanIV;Altec;Sivir;Bunny FuFuu;Shen
151;NALCS;2015;Summer;Season;DIG;0;1;TL;29;Gamsu;Shen;Helios;Evelynn;Shiphtur;Ezreal;CoreJJ;Varus;KiWiKiD;Alistar;Quas;Maokai;IWDominate;RekSai;FeniX;TwistedFate;Piglet;Sivir;Xpecial;Thresh
152;NALCS;2015;Summer;Season;T8;1;0;C9;40;CaliTrlolz8;Shen;Porpoise8;JarvanIV;Goldenglue;Ezreal;Nien8;Graves;Dodo8;Thresh;Balls;Rumble;Hai;LeeSin;Incarnati0n;Zed;Sneaky;Corki;LemonNation;Alistar
153;NALCS;2015;Summer;Season;TL;1;0;TDK;43;Quas;Gnar;IWDominate;Gragas;FeniX;Azir;Piglet;Sivir;Xpecial;Janna;Seraph;Maokai;Kez;RekSai;Ninja;Ezreal;Emperor;Vayne;Smoothie;Alistar
154;NALCS;2015;Summer;Season;NME;0;1;CLG;29;Flaresz;Nautilus;Trashy;RekSai;Innox;Ezreal;otter;Corki;Bodydrop;Braum;ZionSpartan;Fizz;Xmithie;Gragas;Pobelter;Orianna;Doublelift;Tristana;aphromoo;Janna
155;NALCS;2015;Summer;Season;GV;1;0;C9;40;Hauntzer;Maokai;Move;Nidalee;Keane;Urgot;Altec;Sivir;Bunny FuFuu;Shen;Balls;Rumble;Hai;RekSai;Incarnati0n;Viktor;Sneaky;Vayne;LemonNation;Braum
156;NALCS;2015;Summer;Season;T8;1;0;TSM;40;CaliTrlolz8;Maokai;Porpoise8;Gragas;Goldenglue;Azir;Nien8;Kalista;Dodo8;Thresh;Dyrus;Nautilus;Santorin;Vi;Bjergsen;Ezreal;WildTurtle;Jinx;Lustboy;Shen
157;NALCS;2015;Summer;Season;TIP;1;0;DIG;34;Impact;Gnar;Rush;LeeSin;XiaoWeiXiao;TwistedFate;Apollo;Sivir;Adrian;Shen;Gamsu;Rumble;Helios;JarvanIV;Shiphtur;Varus;CoreJJ;Corki;KiWiKiD;Alistar
158;NALCS;2015;Summer;Season;NME;0;1;GV;39;Flaresz;Irelia;Trashy;Gragas;Innox;Ahri;otter;KogMaw;Bodydrop;Janna;Hauntzer;Maokai;Move;RekSai;Keane;Azir;Altec;Tristana;Bunny FuFuu;Braum
159;NALCS;2015;Summer;Season;C9;1;0;DIG;25;Balls;Maokai;Hai;Rengar;Incarnati0n;Orianna;Sneaky;Kalista;LemonNation;Karma;Gamsu;JarvanIV;Helios;LeeSin;Shiphtur;Diana;CoreJJ;Sivir;KiWiKiD;Nautilus
160;NALCS;2015;Summer;Season;TSM;0;1;TL;45;Dyrus;Maokai;Santorin;Gragas;Bjergsen;Orianna;WildTurtle;Jinx;Lustboy;Shen;Quas;Nautilus;IWDominate;RekSai;FeniX;Azir;Piglet;Corki;Xpecial;Annie
161;NALCS;2015;Summer;Season;TIP;1;0;T8;40;Impact;Ryze;Rush;LeeSin;XiaoWeiXiao;Ahri;Apollo;Corki;Adrian;Alistar;CaliTrlolz8;Nautilus;Porpoise8;Gragas;Goldenglue;TwistedFate;Nien8;Jinx;Dodo8;Shen
162;NALCS;2015;Summer;Season;CLG;1;0;TDK;41;ZionSpartan;Fizz;Xmithie;Nautilus;Pobelter;TwistedFate;Doublelift;Tristana;aphromoo;Janna;Seraph;Maokai;Kez;Evelynn;Ninja;Ahri;Emperor;Vayne;Smoothie;Alistar
163;NALCS;2015;Summer;Season;C9;1;0;NME;29;Balls;Rumble;Hai;Shyvana;Incarnati0n;Ahri;Sneaky;Kalista;LemonNation;Braum;Flaresz;Maokai;Trashy;Evelynn;Innox;MasterYi;otter;Corki;Bodydrop;Alistar
164;NALCS;2015;Summer;Season;TIP;1;0;TSM;40;Impact;Maokai;Rush;Nidalee;XiaoWeiXiao;Orianna;Apollo;KogMaw;Adrian;Janna;Dyrus;Shen;Santorin;Gragas;Bjergsen;TwistedFate;WildTurtle;Corki;Lustboy;Annie
165;NALCS;2015;Summer;Season;CLG;1;0;TL;38;ZionSpartan;Fizz;Xmithie;Gragas;Pobelter;Ezreal;Doublelift;Tristana;aphromoo;Alistar;Quas;Hecarim;IWDominate;RekSai;FeniX;Viktor;Piglet;Corki;Xpecial;Janna
166;NALCS;2015;Summer;Season;GV;0;1;DIG;57;Hauntzer;Shen;Move;Vi;Keane;Rumble;Altec;Tristana;Bunny FuFuu;Braum;Gamsu;Gnar;Helios;RekSai;Shiphtur;Ahri;CoreJJ;Corki;KiWiKiD;Thresh
167;NALCS;2015;Summer;Season;TDK;0;1;T8;52;Seraph;Rumble;Kez;Evelynn;Ninja;Jayce;Emperor;Tristana;Smoothie;Braum;CaliTrlolz8;Maokai;Porpoise8;Gragas;Goldenglue;Varus;Nien8;Corki;Dodo8;Alistar
168;NALCS;2015;Summer;Season;TL;1;0;NME;27;Quas;Maokai;IWDominate;RekSai;FeniX;TwistedFate;Piglet;Kalista;Xpecial;Janna;Flaresz;Fizz;Trashy;Gragas;Innox;Yasuo;otter;Sivir;Bodydrop;Nautilus
169;NALCS;2015;Summer;Season;C9;0;1;CLG;51;Balls;Maokai;Hai;Nidalee;Incarnati0n;Orianna;Sneaky;Kalista;LemonNation;Karma;ZionSpartan;Kennen;Xmithie;Gragas;Pobelter;Azir;Doublelift;Sivir;aphromoo;Janna
170;NALCS;2015;Summer;Season;DIG;0;1;TSM;36;Gamsu;Rumble;Helios;RekSai;Shiphtur;Viktor;CoreJJ;Jinx;KiWiKiD;Thresh;Dyrus;Maokai;Santorin;Gragas;Bjergsen;KogMaw;WildTurtle;Tristana;Lustboy;Janna
171;NALCS;2015;Summer;Season;TDK;0;1;TIP;37;Seraph;Vladimir;Kez;Elise;Ninja;Syndra;Emperor;Vayne;Smoothie;Bard;Impact;Shen;Rush;LeeSin;XiaoWeiXiao;Orianna;Apollo;Sivir;Gate;Alistar
172;NALCS;2015;Summer;Season;T8;0;1;GV;49;CaliTrlolz8;Maokai;Porpoise8;Nidalee;Goldenglue;Azir;Nien8;Tristana;Dodo8;Braum;Hauntzer;Gnar;Move;Vi;Keane;KogMaw;Altec;Jinx;Bunny FuFuu;Janna
173;NALCS;2015;Summer;Season;T8;0;1;TL;42;CaliTrlolz8;Fizz;Porpoise8;Gragas;Goldenglue;Viktor;Nien8;Corki;Dodo8;Braum;Quas;Maokai;IWDominate;Nidalee;FeniX;Orianna;Piglet;KogMaw;Xpecial;Janna
174;NALCS;2015;Summer;Season;DIG;0;1;CLG;30;Gamsu;Shen;Helios;RekSai;Shiphtur;Lulu;CoreJJ;KogMaw;KiWiKiD;Braum;ZionSpartan;Olaf;Xmithie;Gragas;Pobelter;Ezreal;Doublelift;Tristana;aphromoo;Alistar
175;NALCS;2015;Summer;Season;GV;0;1;TIP;35;Hauntzer;Maokai;Move;Nidalee;Keane;Orianna;Altec;Lucian;Bunny FuFuu;Janna;Impact;Shen;Rush;Evelynn;Gate;Azir;Apollo;Sivir;Adrian;Alistar
176;NALCS;2015;Summer;Season;NME;0;1;TSM;58;Flaresz;Nautilus;Trashy;Nidalee;Innox;Viktor;otter;Jinx;Bodydrop;Morgana;Dyrus;Maokai;Santorin;Gragas;Bjergsen;KogMaw;WildTurtle;Tristana;Lustboy;Janna
177;NALCS;2015;Summer;Season;TDK;1;0;C9;38;Seraph;Khazix;Kez;Zac;Ninja;Zed;Emperor;Lucian;Smoothie;Thresh;Balls;Maokai;Hai;Nunu;Incarnati0n;Orianna;Sneaky;Tristana;LemonNation;Karma
178;NALCS;2015;Summer;Season;NME;0;1;DIG;32;Flaresz;Riven;Trashy;Ekko;Innox;Viktor;otter;Sivir;Bodydrop;Nautilus;Gamsu;JarvanIV;Helios;RekSai;Shiphtur;Ezreal;CoreJJ;KogMaw;KiWiKiD;Thresh
179;NALCS;2015;Summer;Season;CLG;1;0;T8;28;ZionSpartan;Olaf;Xmithie;Gragas;Pobelter;TwistedFate;Doublelift;Ezreal;aphromoo;Janna;CaliTrlolz8;Rumble;Porpoise8;RekSai;Goldenglue;Jayce;Nien8;Corki;Dodo8;Alistar
180;NALCS;2015;Summer;Season;TSM;0;1;C9;32;Dyrus;Shen;Santorin;Gragas;Bjergsen;Viktor;WildTurtle;Sivir;Lustboy;Annie;Balls;Gnar;Hai;Shyvana;Incarnati0n;Orianna;Sneaky;Tristana;LemonNation;Karma
181;NALCS;2015;Summer;Season;GV;0;1;TDK;33;Hauntzer;Rumble;Move;Gragas;Keane;JarvanIV;Altec;Sivir;Bunny FuFuu;Shen;Seraph;Kassadin;Kez;Elise;Ninja;Irelia;Emperor;Draven;Smoothie;Thresh
182;NALCS;2015;Summer;Season;TL;1;0;TIP;60;Quas;Maokai;IWDominate;Gragas;FeniX;Azir;Piglet;Sivir;Xpecial;Annie;Impact;Gnar;Rush;LeeSin;Gate;Viktor;Apollo;KogMaw;Adrian;Janna
183;NALCS;2015;Summer;Season;T8;0;1;C9;33;CaliTrlolz8;Shen;Porpoise8;Gragas;Goldenglue;Orianna;Nien8;Tristana;Dodo8;Alistar;Balls;Maokai;Hai;Shyvana;Incarnati0n;Lulu;Sneaky;Ashe;LemonNation;Braum
184;NALCS;2015;Summer;Season;TIP;1;0;GV;29;Impact;Gnar;Rush;Nidalee;Gate;Orianna;Apollo;KogMaw;Adrian;Alistar;Hauntzer;Maokai;Move;Rengar;Keane;TwistedFate;Altec;Sivir;Bunny FuFuu;Braum
185;NALCS;2015;Summer;Season;TL;1;0;CLG;36;Quas;Maokai;IWDominate;Nidalee;FeniX;Viktor;Piglet;Kalista;Xpecial;Thresh;ZionSpartan;Fizz;Xmithie;Nautilus;Pobelter;TwistedFate;Doublelift;Sivir;aphromoo;Janna
186;NALCS;2015;Spring;Playoffs;CLG;0;1;TL;40;ZionSpartan;Vladimir;Xmithie;LeeSin;Link;TwistedFate;Doublelift;Lucian;aphromoo;Nautilus;Quas;Rumble;IWDominate;Sejuani;FeniX;Urgot;Piglet;Graves;Xpecial;Alistar
187;NALCS;2015;Spring;Playoffs;TL;1;0;CLG;35;Quas;Lulu;IWDominate;Nunu;FeniX;Corki;Piglet;KogMaw;Xpecial;Janna;ZionSpartan;Vladimir;Xmithie;Sejuani;Link;Karthus;Doublelift;Lucian;aphromoo;Nautilus
188;NALCS;2015;Spring;Playoffs;CLG;0;1;TL;33;ZionSpartan;Rumble;Xmithie;JarvanIV;Link;Ezreal;Doublelift;Sivir;aphromoo;Alistar;Quas;Hecarim;IWDominate;Sejuani;FeniX;Vladimir;Piglet;Lucian;Xpecial;Janna
189;NALCS;2015;Spring;Playoffs;TIP;1;0;GV;26;Impact;Hecarim;Rush;LeeSin;XiaoWeiXiao;Vladimir;Apollo;Sivir;Adrian;Nautilus;Hauntzer;Maokai;Saintvicious;RekSai;Keane;Orianna;Cop;Kalista;Bunny FuFuu;Thresh
190;NALCS;2015;Spring;Playoffs;GV;1;0;TIP;43;Hauntzer;Rumble;Saintvicious;RekSai;Keane;Fizz;Cop;Lucian;Bunny FuFuu;Janna;Impact;Morgana;Rush;Vi;XiaoWeiXiao;Vladimir;Apollo;Sivir;Adrian;Leona
191;NALCS;2015;Spring;Playoffs;GV;0;1;TIP;32;Hauntzer;Shyvana;Saintvicious;Nunu;Keane;Vladimir;Cop;Sivir;Bunny FuFuu;Thresh;Impact;Hecarim;Rush;RekSai;XiaoWeiXiao;Orianna;Apollo;Graves;Adrian;Alistar
192;NALCS;2015;Spring;Playoffs;GV;0;1;TIP;26;Hauntzer;Maokai;Saintvicious;RekSai;Keane;Orianna;Cop;Graves;Bunny FuFuu;Morgana;Impact;Vladimir;Rush;Vi;XiaoWeiXiao;Zed;Apollo;Sivir;Adrian;Leona
193;NALCS;2015;Spring;Playoffs;C9;0;1;TL;41;Balls;Hecarim;Meteos;Gragas;Hai;Corki;Sneaky;Draven;LemonNation;Morgana;Quas;Sion;IWDominate;Sejuani;FeniX;Lissandra;Piglet;Lucian;Xpecial;Janna
194;NALCS;2015;Spring;Playoffs;TL;1;0;C9;33;Quas;Hecarim;IWDominate;Nunu;FeniX;Azir;Piglet;Sivir;Xpecial;Alistar;Balls;Maokai;Meteos;Sejuani;Hai;Lissandra;Sneaky;Lucian;LemonNation;Nautilus
195;NALCS;2015;Spring;Playoffs;C9;1;0;TL;39;Balls;Hecarim;Meteos;Sejuani;Hai;Corki;Sneaky;Lucian;LemonNation;Nautilus;Quas;Sion;IWDominate;Nunu;FeniX;Lulu;Piglet;KogMaw;Xpecial;Janna
196;NALCS;2015;Spring;Playoffs;TL;0;1;C9;42;Quas;Lulu;IWDominate;Sejuani;FeniX;Urgot;Piglet;Kalista;Xpecial;Janna;Balls;Maokai;Meteos;Gragas;Hai;Corki;Sneaky;Lucian;LemonNation;Braum
197;NALCS;2015;Spring;Playoffs;C9;1;0;TL;32;Balls;Hecarim;Meteos;Gragas;Hai;Lissandra;Sneaky;Sivir;LemonNation;Nautilus;Quas;Maokai;IWDominate;Sejuani;FeniX;Lulu;Piglet;Lucian;Xpecial;Alistar
